Age,Working_Class,fnlwgt,Education_Level,Years_In_Education,Status,Occupation,Relationship_Status,Race,Gender,Capital_Gain,Capital_Loss,Hours_Per_week,Country,Income
26,5,121789.0,8,11.0,0,3,4,4,0,0.0,0.0,40.0,38,0.0
18,2,218183.0,15,10.0,4,11,3,4,0,0.0,0.0,25.0,38,0.0
24,2,91189.0,11,9.0,2,2,0,4,1,0.0,0.0,40.0,38,0.0
18,2,232190.0,11,9.0,4,11,3,4,1,0.0,0.0,20.0,38,0.0
38,4,233033.0,12,14.0,2,9,0,1,1,0.0,0.0,40.0,38,0.0
66,3,74263.0,11,9.0,6,3,1,4,1,0.0,0.0,86.0,38,1.0
33,2,205950.0,8,11.0,2,6,0,4,1,0.0,0.0,40.0,38,1.0
25,2,213383.0,15,10.0,4,5,3,4,1,0.0,0.0,40.0,38,0.0
23,2,345577.0,15,10.0,0,8,1,4,0,0.0,0.0,26.0,38,0.0
46,2,158825.0,11,9.0,0,2,1,4,0,14344.0,0.0,40.0,38,1.0
64,3,51286.0,12,14.0,2,11,0,4,1,6418.0,0.0,65.0,38,1.0
36,2,82488.0,9,13.0,2,0,5,1,0,0.0,0.0,40.0,29,0.0
31,0,40909.0,15,10.0,2,12,0,2,1,0.0,0.0,40.0,38,0.0
23,2,114939.0,15,10.0,4,7,3,4,0,0.0,0.0,30.0,38,0.0
61,2,221534.0,11,9.0,0,6,3,4,0,0.0,0.0,40.0,38,0.0
35,2,149455.0,15,10.0,5,3,3,2,0,0.0,0.0,40.0,38,0.0
30,2,328734.0,0,6.0,4,6,4,4,0,0.0,0.0,40.0,38,0.0
21,2,112906.0,8,11.0,4,7,3,4,0,0.0,0.0,44.0,38,0.0
27,2,155038.0,15,10.0,4,7,3,2,1,0.0,0.0,40.0,38,0.0
26,2,100125.0,7,12.0,0,13,4,4,0,0.0,0.0,30.0,38,0.0
26,5,177048.0,15,10.0,2,10,3,2,1,0.0,0.0,40.0,38,0.0
43,2,72338.0,12,14.0,2,12,0,1,1,0.0,0.0,40.0,38,1.0
20,2,254547.0,11,9.0,4,0,1,2,0,0.0,0.0,35.0,27,0.0
20,1,186213.0,15,10.0,4,9,3,4,1,0.0,0.0,38.0,38,0.0
39,2,270557.0,12,14.0,0,7,1,4,0,0.0,0.0,50.0,38,1.0
48,2,41411.0,15,10.0,0,9,1,4,0,0.0,0.0,50.0,38,0.0
36,2,116445.0,11,9.0,0,6,3,4,1,0.0,0.0,40.0,38,0.0
34,4,247540.0,11,9.0,4,4,1,4,1,0.0,1974.0,30.0,38,0.0
37,2,358753.0,1,7.0,2,2,0,4,1,5013.0,0.0,40.0,38,0.0
37,4,156897.0,14,15.0,4,9,3,4,1,0.0,1564.0,55.0,38,1.0
44,4,360879.0,15,10.0,2,4,0,4,1,0.0,1902.0,80.0,38,1.0
51,2,256051.0,1,7.0,2,13,0,2,1,0.0,1628.0,40.0,38,0.0
34,2,179877.0,11,9.0,4,2,3,4,1,0.0,0.0,40.0,38,0.0
29,2,266583.0,11,9.0,2,11,0,2,1,2829.0,0.0,38.0,38,0.0
38,2,187711.0,15,10.0,2,2,0,4,1,0.0,0.0,43.0,38,1.0
34,1,206707.0,15,10.0,2,10,0,4,1,0.0,0.0,60.0,38,0.0
63,1,80655.0,15,10.0,0,0,1,4,0,0.0,0.0,40.0,38,0.0
47,0,409464.0,11,9.0,0,2,1,4,1,0.0,0.0,40.0,38,0.0
62,2,235997.0,2,8.0,6,0,4,4,0,0.0,0.0,37.0,25,0.0
20,2,59948.0,11,9.0,4,7,3,2,0,0.0,0.0,18.0,38,0.0
30,2,323833.0,4,3.0,2,6,0,4,1,0.0,0.0,40.0,25,0.0
53,2,290290.0,15,10.0,0,9,1,4,1,0.0,1590.0,50.0,38,0.0
77,2,189173.0,11,9.0,2,9,0,4,1,0.0,0.0,35.0,38,0.0
50,5,392668.0,10,16.0,2,9,0,4,1,0.0,0.0,40.0,38,1.0
61,2,132529.0,0,6.0,2,2,0,4,1,0.0,0.0,40.0,38,0.0
56,2,68080.0,11,9.0,4,4,1,4,1,0.0,0.0,50.0,0,1.0
17,2,194717.0,1,7.0,4,9,3,4,0,0.0,0.0,15.0,38,0.0
43,2,307767.0,11,9.0,2,2,0,4,1,0.0,0.0,40.0,38,1.0
61,2,90051.0,5,4.0,2,6,5,4,0,3456.0,0.0,44.0,2,0.0
77,5,267799.0,10,16.0,3,9,1,4,1,0.0,0.0,4.0,38,1.0
49,2,81535.0,9,13.0,2,3,0,4,1,0.0,0.0,75.0,38,1.0
26,4,334267.0,15,10.0,4,4,1,4,1,0.0,0.0,40.0,38,0.0
30,4,55912.0,9,13.0,2,11,0,4,1,0.0,0.0,50.0,38,0.0
36,2,172706.0,11,9.0,2,6,0,4,1,0.0,0.0,40.0,38,0.0
35,2,240467.0,15,10.0,5,13,1,2,0,0.0,0.0,40.0,38,1.0
23,2,186006.0,11,9.0,4,7,4,4,0,0.0,0.0,37.0,38,0.0
38,2,65738.0,8,11.0,0,12,1,4,0,0.0,0.0,40.0,38,0.0
40,4,192878.0,11,9.0,2,7,0,4,1,0.0,0.0,40.0,38,0.0
27,5,413870.0,15,10.0,4,3,3,2,1,0.0,0.0,40.0,38,0.0
45,2,176341.0,11,9.0,0,7,4,4,0,0.0,0.0,32.0,38,0.0
24,2,117210.0,9,13.0,4,3,3,4,1,0.0,0.0,36.0,38,0.0
42,2,188465.0,11,9.0,0,7,1,4,0,0.0,0.0,25.0,38,0.0
31,1,253456.0,15,10.0,2,10,0,4,1,0.0,0.0,40.0,38,1.0
54,2,140592.0,11,9.0,0,0,1,4,0,0.0,0.0,40.0,38,0.0
46,2,171335.0,15,10.0,0,3,1,4,1,0.0,0.0,40.0,38,0.0
29,5,73928.0,9,13.0,4,9,3,1,0,0.0,0.0,15.0,38,0.0
24,2,161415.0,1,7.0,4,7,2,4,1,0.0,0.0,35.0,38,0.0
24,2,395297.0,15,10.0,4,7,4,4,0,0.0,0.0,30.0,23,0.0
40,5,385357.0,9,13.0,2,10,0,4,1,0.0,0.0,72.0,38,1.0
45,5,160599.0,7,12.0,4,2,1,4,1,0.0,0.0,40.0,38,0.0
35,2,222450.0,9,13.0,4,3,1,4,1,0.0,0.0,40.0,38,0.0
50,2,178946.0,12,14.0,2,9,0,4,1,0.0,0.0,50.0,38,1.0
36,2,106471.0,9,13.0,2,9,0,4,1,0.0,0.0,40.0,38,1.0
35,2,341643.0,15,10.0,2,6,0,4,1,0.0,0.0,40.0,38,0.0
25,2,97952.0,9,13.0,4,9,1,4,1,0.0,0.0,40.0,0,0.0
31,2,111567.0,11,9.0,2,13,0,4,1,0.0,1848.0,50.0,38,1.0
43,1,201764.0,14,15.0,4,9,1,4,1,0.0,0.0,40.0,38,1.0
30,2,153549.0,9,13.0,4,6,1,4,1,0.0,0.0,48.0,38,0.0
44,1,264016.0,9,13.0,2,9,2,2,0,0.0,0.0,40.0,38,0.0
42,2,194636.0,9,13.0,2,3,0,4,1,0.0,0.0,40.0,38,0.0
64,5,184271.0,10,16.0,2,9,0,4,1,0.0,0.0,50.0,38,1.0
23,1,49296.0,15,10.0,3,9,3,2,1,0.0,0.0,40.0,38,0.0
60,2,96099.0,9,13.0,4,9,1,4,1,4101.0,0.0,60.0,38,0.0
18,4,304699.0,0,6.0,4,2,3,4,1,0.0,0.0,40.0,9,0.0
24,2,267181.0,15,10.0,4,7,3,4,1,0.0,0.0,35.0,38,0.0
40,2,154076.0,11,9.0,2,2,0,4,1,0.0,0.0,45.0,38,0.0
17,2,98209.0,1,7.0,4,11,3,4,0,0.0,0.0,10.0,38,0.0
33,2,92003.0,11,9.0,2,0,5,4,0,0.0,0.0,40.0,38,0.0
43,2,103759.0,11,9.0,2,13,0,4,1,0.0,0.0,40.0,38,0.0
56,2,269681.0,11,9.0,0,13,4,4,0,0.0,0.0,35.0,38,0.0
25,2,789600.0,11,9.0,4,0,4,4,0,0.0,0.0,40.0,38,0.0
25,2,152165.0,9,13.0,4,11,1,4,0,0.0,0.0,40.0,38,0.0
34,2,260560.0,9,13.0,2,3,0,4,1,0.0,0.0,50.0,38,1.0
40,3,214781.0,15,10.0,2,3,0,4,1,7298.0,0.0,65.0,38,1.0
64,2,207188.0,9,13.0,0,3,1,4,0,0.0,0.0,40.0,38,0.0
41,2,246258.0,15,10.0,0,0,4,4,0,0.0,0.0,40.0,38,0.0
44,2,101563.0,12,14.0,0,3,4,4,1,7430.0,0.0,45.0,38,1.0
60,2,69955.0,8,11.0,2,2,0,4,1,4064.0,0.0,40.0,38,0.0
25,2,124111.0,9,13.0,4,11,3,4,0,0.0,0.0,36.0,0,0.0
38,2,237091.0,15,10.0,3,7,4,4,0,0.0,0.0,36.0,28,0.0
26,2,318644.0,11,9.0,4,11,3,4,1,0.0,0.0,35.0,38,0.0
19,2,138917.0,15,10.0,4,11,3,2,0,0.0,0.0,20.0,38,0.0
31,2,97405.0,11,9.0,4,7,4,4,0,0.0,0.0,40.0,38,0.0
28,2,196674.0,11,9.0,2,6,0,4,1,0.0,0.0,45.0,38,0.0
25,2,405281.0,15,10.0,4,2,1,4,1,0.0,0.0,40.0,38,0.0
49,2,186256.0,15,10.0,2,0,0,4,1,0.0,0.0,40.0,38,0.0
44,2,120277.0,11,9.0,0,13,1,4,1,0.0,0.0,45.0,38,0.0
33,2,161035.0,1,7.0,2,2,0,4,1,0.0,0.0,49.0,38,0.0
34,2,176244.0,11,9.0,2,6,2,4,0,0.0,0.0,40.0,25,0.0
54,2,32454.0,11,9.0,2,13,0,4,1,0.0,0.0,60.0,38,1.0
39,2,346478.0,11,9.0,2,11,0,4,1,0.0,0.0,40.0,38,1.0
43,2,196158.0,15,10.0,0,0,4,4,0,0.0,0.0,38.0,38,0.0
42,0,208470.0,11,9.0,2,6,0,4,1,0.0,0.0,40.0,38,0.0
23,2,215616.0,11,9.0,4,0,1,4,0,0.0,0.0,37.0,38,0.0
23,2,275357.0,15,10.0,4,7,1,4,0,0.0,0.0,35.0,38,0.0
23,3,304871.0,15,10.0,4,3,3,4,1,0.0,0.0,40.0,38,0.0
54,2,99185.0,9,13.0,2,9,0,4,1,0.0,1977.0,40.0,38,1.0
23,2,115085.0,11,9.0,4,13,1,4,1,0.0,0.0,45.0,38,0.0
58,2,82050.0,15,10.0,2,13,0,4,1,0.0,0.0,60.0,38,1.0
46,2,123681.0,10,16.0,0,9,1,4,1,0.0,0.0,40.0,38,0.0
29,2,193152.0,10,16.0,2,9,0,4,1,0.0,0.0,45.0,38,1.0
53,2,309466.0,11,9.0,0,2,1,4,1,0.0,0.0,40.0,38,0.0
77,1,100883.0,5,4.0,2,7,0,4,1,0.0,0.0,8.0,2,0.0
37,2,32528.0,9,13.0,2,11,0,4,1,0.0,0.0,50.0,38,0.0
18,2,245199.0,0,6.0,4,13,3,4,1,0.0,0.0,40.0,38,0.0
36,2,72375.0,9,13.0,0,9,4,4,0,0.0,0.0,45.0,38,0.0
34,2,117963.0,11,9.0,4,2,3,4,1,0.0,0.0,45.0,38,0.0
45,2,160440.0,11,9.0,2,11,0,4,1,0.0,0.0,55.0,38,1.0
64,0,113570.0,7,12.0,2,10,0,2,1,0.0,0.0,40.0,38,0.0
24,2,232328.0,6,5.0,0,7,3,4,0,0.0,0.0,35.0,38,0.0
37,2,92028.0,9,13.0,4,3,1,4,1,0.0,0.0,45.0,38,0.0
48,2,138342.0,11,9.0,2,2,0,4,1,0.0,1485.0,55.0,38,1.0
42,2,197810.0,15,10.0,0,9,4,4,0,0.0,0.0,40.0,38,0.0
28,2,102142.0,15,10.0,4,12,1,4,1,0.0,0.0,40.0,38,0.0
31,2,104223.0,9,13.0,4,11,4,2,0,0.0,0.0,40.0,38,0.0
34,2,132835.0,11,9.0,4,7,4,2,0,0.0,0.0,40.0,38,0.0
31,4,109195.0,9,13.0,2,4,0,4,1,0.0,0.0,70.0,38,0.0
33,2,203463.0,15,10.0,0,0,1,4,0,0.0,0.0,40.0,38,0.0
47,1,33114.0,1,7.0,0,5,4,0,1,0.0,0.0,50.0,38,0.0
27,2,187450.0,9,13.0,2,3,0,4,1,0.0,0.0,50.0,38,0.0
36,2,104213.0,15,10.0,0,0,4,4,0,0.0,0.0,40.0,38,0.0
31,2,257849.0,11,9.0,2,3,0,4,1,0.0,0.0,40.0,38,0.0
56,2,50490.0,11,9.0,2,13,0,4,1,0.0,0.0,40.0,38,0.0
18,2,85508.0,2,8.0,4,11,3,4,0,0.0,0.0,12.0,38,0.0
54,4,60449.0,9,13.0,6,11,4,4,1,0.0,0.0,60.0,38,0.0
27,1,131310.0,15,10.0,2,0,3,4,0,0.0,0.0,40.0,38,0.0
65,4,158177.0,12,14.0,2,11,0,4,1,10605.0,0.0,44.0,38,1.0
65,2,115922.0,1,7.0,0,5,1,4,1,0.0,0.0,24.0,38,0.0
21,2,403471.0,15,10.0,4,7,3,2,0,0.0,0.0,48.0,38,0.0
22,2,176131.0,15,10.0,2,3,0,2,1,0.0,0.0,40.0,38,0.0
32,2,149531.0,11,9.0,4,6,3,4,1,0.0,0.0,40.0,38,0.0
42,2,262243.0,1,7.0,2,2,0,4,1,0.0,0.0,35.0,38,1.0
32,2,64658.0,11,9.0,0,2,1,4,1,0.0,0.0,40.0,38,0.0
21,2,127914.0,15,10.0,4,7,3,4,1,0.0,0.0,20.0,38,0.0
49,3,182211.0,11,9.0,2,11,0,4,1,0.0,0.0,50.0,38,1.0
30,2,48520.0,11,9.0,0,13,1,4,1,0.0,0.0,43.0,38,0.0
20,2,403118.0,15,10.0,4,7,3,4,0,0.0,0.0,11.0,38,0.0
55,2,119344.0,11,9.0,2,9,3,4,0,0.0,0.0,40.0,38,0.0
46,4,334456.0,6,5.0,2,13,0,4,1,0.0,0.0,40.0,38,0.0
31,2,263110.0,11,9.0,0,0,4,4,0,0.0,0.0,40.0,38,0.0
31,4,279015.0,15,10.0,2,3,0,4,1,0.0,1887.0,40.0,38,1.0
58,2,195878.0,4,3.0,2,4,0,4,1,0.0,0.0,40.0,25,0.0
34,2,217652.0,2,8.0,0,6,3,4,0,0.0,0.0,40.0,38,0.0
65,0,44807.0,15,10.0,2,0,0,4,1,0.0,0.0,48.0,38,1.0
48,2,129777.0,11,9.0,6,0,4,4,0,0.0,0.0,40.0,38,0.0
44,2,227466.0,15,10.0,2,13,0,2,1,0.0,0.0,40.0,38,1.0
26,2,228457.0,1,7.0,0,5,1,4,1,0.0,0.0,40.0,38,0.0
45,4,247053.0,11,9.0,2,2,0,4,1,0.0,0.0,40.0,38,0.0
19,2,188669.0,11,9.0,4,11,3,4,0,0.0,0.0,30.0,38,0.0
45,2,40666.0,9,13.0,2,9,0,4,1,0.0,0.0,40.0,21,0.0
36,1,404661.0,15,10.0,2,9,0,2,1,0.0,0.0,40.0,38,1.0
45,4,39986.0,11,9.0,2,4,0,4,1,0.0,1740.0,56.0,38,0.0
43,2,175133.0,15,10.0,0,12,4,2,0,0.0,0.0,35.0,38,0.0
62,2,101375.0,0,6.0,0,6,1,4,0,0.0,0.0,40.0,38,0.0
31,2,256680.0,7,12.0,4,3,2,4,0,0.0,0.0,40.0,38,0.0
46,5,136878.0,9,13.0,4,9,1,4,1,0.0,0.0,40.0,38,0.0
51,2,106151.0,4,3.0,2,6,0,4,1,0.0,0.0,44.0,0,1.0
38,2,101387.0,11,9.0,2,7,5,4,0,0.0,0.0,43.0,38,0.0
51,2,196828.0,15,10.0,0,11,1,4,0,0.0,0.0,38.0,38,1.0
22,2,333910.0,15,10.0,4,11,3,4,0,0.0,0.0,22.0,38,0.0
46,4,103540.0,15,10.0,2,3,0,4,1,0.0,0.0,40.0,38,0.0
67,4,36876.0,11,9.0,2,4,0,4,1,0.0,0.0,40.0,38,0.0
55,2,158651.0,11,9.0,2,6,0,0,1,0.0,0.0,40.0,38,1.0
24,2,196943.0,8,11.0,2,9,0,4,1,0.0,0.0,40.0,38,1.0
41,2,184583.0,15,10.0,0,7,4,4,1,0.0,0.0,59.0,38,0.0
33,2,244817.0,11,9.0,4,7,1,4,1,0.0,0.0,40.0,38,0.0
35,2,386726.0,9,13.0,2,3,5,4,0,0.0,0.0,40.0,38,0.0
56,3,373593.0,12,14.0,2,3,0,4,1,0.0,1977.0,60.0,21,1.0
27,2,206199.0,11,9.0,4,2,1,2,1,0.0,0.0,40.0,38,0.0
32,2,93283.0,8,11.0,4,7,1,4,1,0.0,0.0,40.0,38,0.0
21,1,391936.0,15,10.0,4,9,3,4,0,0.0,0.0,25.0,38,0.0
31,1,168740.0,11,9.0,2,10,0,2,1,0.0,0.0,40.0,38,1.0
42,2,150568.0,15,10.0,0,3,4,4,0,0.0,0.0,45.0,38,0.0
19,2,201178.0,11,9.0,4,0,1,4,0,0.0,0.0,25.0,38,0.0
63,2,75813.0,14,15.0,2,9,0,4,1,99999.0,0.0,60.0,38,1.0
34,1,398988.0,9,13.0,4,0,3,4,1,0.0,0.0,18.0,38,0.0
38,2,158363.0,15,10.0,2,11,0,4,1,0.0,0.0,40.0,38,0.0
19,2,81961.0,15,10.0,4,7,3,4,0,0.0,0.0,20.0,38,0.0
34,2,170017.0,11,9.0,0,2,3,4,1,0.0,0.0,40.0,38,0.0
21,2,348092.0,11,9.0,4,7,1,2,1,0.0,0.0,40.0,14,0.0
27,2,54861.0,15,10.0,4,11,1,4,1,0.0,0.0,32.0,38,0.0
63,4,74991.0,11,9.0,6,4,4,4,1,0.0,0.0,60.0,38,0.0
25,2,106552.0,9,13.0,4,9,3,4,1,0.0,0.0,20.0,38,0.0
51,2,27539.0,15,10.0,2,13,0,4,1,0.0,0.0,60.0,38,0.0
50,2,268913.0,12,14.0,2,11,0,4,1,0.0,0.0,40.0,19,0.0
63,2,199888.0,11,9.0,0,0,2,4,0,0.0,0.0,40.0,38,0.0
53,2,288216.0,15,10.0,3,11,1,4,0,0.0,0.0,40.0,38,0.0
18,3,378036.0,2,8.0,4,4,3,4,1,0.0,0.0,10.0,38,0.0
41,2,127314.0,11,9.0,2,2,0,4,1,5178.0,0.0,40.0,38,1.0
32,2,115963.0,11,9.0,2,5,0,4,1,0.0,0.0,50.0,38,0.0
19,2,332928.0,1,7.0,4,7,4,2,0,0.0,0.0,40.0,38,0.0
41,4,178510.0,9,13.0,0,11,1,4,1,0.0,0.0,45.0,38,0.0
29,2,53147.0,11,9.0,4,0,1,2,1,0.0,0.0,37.0,38,0.0
66,2,115880.0,15,10.0,2,3,0,4,1,3818.0,0.0,40.0,38,0.0
57,2,375502.0,9,13.0,2,9,0,4,1,0.0,0.0,55.0,38,1.0
49,4,155659.0,4,3.0,2,7,0,4,1,0.0,0.0,40.0,38,1.0
36,2,122240.0,15,10.0,2,2,0,4,1,0.0,0.0,40.0,38,0.0
33,2,112305.0,8,11.0,4,7,4,4,0,0.0,0.0,10.0,38,0.0
46,0,35136.0,1,7.0,4,7,2,2,1,0.0,0.0,40.0,38,0.0
27,2,215423.0,9,13.0,0,0,4,4,0,0.0,0.0,16.0,38,0.0
24,2,116358.0,11,9.0,4,0,3,1,1,0.0,2339.0,40.0,29,0.0
17,2,171461.0,0,6.0,4,11,3,4,0,0.0,0.0,14.0,38,0.0
32,2,131584.0,11,9.0,4,2,3,4,1,0.0,0.0,40.0,38,0.0
40,3,29520.0,11,9.0,4,7,1,4,0,0.0,0.0,65.0,38,0.0
35,1,246463.0,9,13.0,0,9,1,4,1,0.0,0.0,50.0,38,0.0
22,2,32616.0,15,10.0,4,0,3,4,0,0.0,0.0,30.0,38,0.0
41,2,144144.0,11,9.0,4,5,4,2,0,0.0,0.0,30.0,38,0.0
22,2,227594.0,9,13.0,4,11,1,4,0,0.0,0.0,40.0,38,0.0
45,1,375606.0,9,13.0,2,3,0,4,1,0.0,0.0,40.0,38,1.0
46,2,180532.0,9,13.0,2,11,0,4,1,0.0,0.0,50.0,38,1.0
50,5,54342.0,11,9.0,2,13,0,4,1,0.0,0.0,40.0,38,0.0
31,2,208798.0,11,9.0,2,2,0,4,1,0.0,0.0,40.0,38,0.0
47,1,377401.0,12,14.0,2,9,0,4,1,0.0,0.0,40.0,38,1.0
36,4,110861.0,11,9.0,0,2,3,4,1,0.0,0.0,20.0,38,0.0
42,2,144594.0,11,9.0,2,2,0,4,1,0.0,0.0,40.0,38,1.0
23,2,129345.0,15,10.0,4,7,1,4,1,0.0,0.0,50.0,38,0.0
28,2,424340.0,15,10.0,4,0,3,2,1,0.0,0.0,40.0,38,0.0
44,2,187702.0,11,9.0,2,11,0,4,1,0.0,0.0,40.0,38,1.0
47,5,293917.0,11,9.0,2,0,5,4,0,0.0,0.0,40.0,38,1.0
61,2,160143.0,11,9.0,2,11,0,4,1,15024.0,0.0,45.0,38,1.0
50,2,345450.0,5,4.0,2,2,0,2,1,0.0,0.0,40.0,38,0.0
54,5,180881.0,12,14.0,2,3,0,4,1,0.0,0.0,50.0,38,1.0
18,2,102690.0,1,7.0,4,6,3,0,1,0.0,0.0,40.0,38,0.0
46,2,265371.0,15,10.0,2,2,0,4,1,0.0,0.0,40.0,38,0.0
44,2,167333.0,11,9.0,4,7,3,4,1,0.0,0.0,40.0,38,0.0
50,3,447144.0,12,14.0,2,3,0,4,1,0.0,0.0,40.0,38,1.0
32,2,280077.0,11,9.0,0,3,1,4,1,0.0,0.0,60.0,38,0.0
48,2,143920.0,12,14.0,0,9,1,4,1,0.0,0.0,25.0,38,0.0
40,2,190507.0,11,9.0,2,2,0,4,1,0.0,0.0,60.0,38,1.0
34,4,59469.0,1,7.0,2,4,0,4,1,0.0,0.0,72.0,38,0.0
31,2,74501.0,9,13.0,4,9,3,4,0,0.0,0.0,40.0,38,0.0
43,3,215458.0,10,16.0,4,9,1,4,1,99999.0,0.0,45.0,38,1.0
33,2,281685.0,8,11.0,5,9,1,4,1,0.0,0.0,40.0,38,0.0
62,2,78273.0,15,10.0,4,6,1,2,0,0.0,0.0,40.0,38,0.0
44,2,105475.0,11,9.0,2,2,0,3,1,0.0,0.0,40.0,32,0.0
55,2,174260.0,11,9.0,6,12,1,4,1,0.0,0.0,40.0,38,0.0
42,3,149102.0,8,11.0,4,2,3,4,1,0.0,0.0,40.0,38,0.0
42,2,188331.0,15,10.0,2,0,5,4,0,15024.0,0.0,40.0,38,1.0
23,2,864960.0,0,6.0,2,2,0,4,1,0.0,0.0,40.0,38,0.0
63,2,154526.0,15,10.0,4,3,1,4,0,0.0,0.0,40.0,38,0.0
23,2,60783.0,8,11.0,2,2,0,4,1,0.0,0.0,40.0,38,0.0
32,2,186269.0,11,9.0,4,7,3,4,1,2907.0,0.0,35.0,38,0.0
30,2,398019.0,3,2.0,5,8,2,4,0,0.0,0.0,30.0,25,0.0
50,0,237503.0,11,9.0,4,0,3,4,1,0.0,0.0,40.0,38,0.0
19,2,93762.0,15,10.0,4,0,1,4,0,0.0,0.0,40.0,38,0.0
40,2,59916.0,11,9.0,2,2,0,4,1,0.0,0.0,40.0,38,0.0
45,2,203264.0,11,9.0,0,9,1,4,0,0.0,0.0,40.0,38,0.0
51,4,299119.0,9,13.0,2,11,0,4,1,0.0,0.0,50.0,38,1.0
29,0,114072.0,15,10.0,2,10,0,4,1,0.0,0.0,46.0,38,1.0
64,2,130525.0,11,9.0,2,11,0,4,1,0.0,0.0,40.0,38,1.0
58,2,71283.0,11,9.0,2,13,0,4,1,0.0,0.0,38.0,38,1.0
43,1,85440.0,12,14.0,2,9,0,4,1,0.0,0.0,45.0,38,1.0
27,2,136077.0,9,13.0,4,12,1,4,1,0.0,0.0,50.0,38,0.0
40,2,222434.0,9,13.0,2,6,0,4,1,0.0,0.0,45.0,2,1.0
25,2,138111.0,15,10.0,4,7,1,4,1,2174.0,0.0,40.0,38,0.0
27,2,225746.0,9,13.0,4,0,3,2,1,0.0,0.0,35.0,38,0.0
54,2,240358.0,12,14.0,2,3,0,2,1,0.0,0.0,40.0,22,0.0
25,2,139863.0,3,2.0,4,4,1,4,1,0.0,0.0,40.0,25,0.0
39,2,278632.0,11,9.0,2,6,0,4,1,0.0,0.0,40.0,38,0.0
51,4,71046.0,9,13.0,2,4,0,4,1,0.0,0.0,60.0,38,1.0
29,2,312985.0,15,10.0,2,9,0,4,1,0.0,2129.0,50.0,38,0.0
49,0,276309.0,15,10.0,0,3,1,4,1,0.0,0.0,40.0,38,0.0
39,2,52870.0,11,9.0,2,3,0,4,1,0.0,0.0,30.0,38,0.0
51,5,79324.0,10,16.0,0,9,1,4,1,0.0,0.0,30.0,38,0.0
50,2,188882.0,1,7.0,2,6,0,4,1,0.0,0.0,40.0,38,0.0
39,0,72338.0,15,10.0,2,0,0,1,1,0.0,0.0,40.0,38,1.0
24,2,113936.0,9,13.0,4,7,1,4,1,0.0,0.0,55.0,38,0.0
43,2,182521.0,14,15.0,0,9,4,4,0,15020.0,0.0,35.0,38,1.0
60,2,124198.0,9,13.0,2,9,0,4,1,4386.0,0.0,84.0,38,1.0
20,2,228960.0,15,10.0,4,7,3,4,0,0.0,0.0,40.0,38,0.0
60,4,176360.0,9,13.0,2,3,0,4,1,0.0,0.0,50.0,38,1.0
35,2,178649.0,9,13.0,0,9,4,1,0,0.0,0.0,36.0,29,0.0
41,2,338740.0,9,13.0,2,2,0,4,1,0.0,0.0,50.0,38,1.0
31,2,205659.0,15,10.0,0,0,4,4,0,0.0,0.0,40.0,38,0.0
59,2,258883.0,8,11.0,2,3,0,4,1,0.0,0.0,40.0,38,0.0
45,2,196638.0,11,9.0,0,6,1,4,0,0.0,0.0,45.0,38,0.0
43,4,95246.0,14,15.0,2,9,5,4,0,0.0,0.0,5.0,38,1.0
25,2,61956.0,9,13.0,4,3,3,4,1,4650.0,0.0,45.0,38,0.0
33,2,157216.0,12,14.0,4,11,1,4,0,0.0,0.0,40.0,38,0.0
37,2,112838.0,12,14.0,2,3,0,4,1,0.0,0.0,55.0,38,1.0
31,5,158688.0,8,11.0,2,11,0,4,1,0.0,0.0,40.0,38,1.0
31,5,227864.0,11,9.0,2,2,0,2,1,0.0,0.0,40.0,38,0.0
31,2,173858.0,11,9.0,2,6,2,1,1,0.0,1902.0,40.0,3,0.0
51,2,30012.0,11,9.0,0,7,1,4,1,0.0,0.0,80.0,38,0.0
50,5,143822.0,10,16.0,2,9,0,4,1,15024.0,0.0,40.0,38,1.0
30,2,235109.0,8,11.0,0,0,4,4,0,0.0,0.0,40.0,38,0.0
32,2,339196.0,11,9.0,4,2,3,4,1,0.0,0.0,40.0,38,0.0
61,2,181028.0,12,14.0,2,9,0,4,1,0.0,0.0,18.0,38,0.0
43,2,59460.0,9,13.0,4,11,3,4,0,0.0,0.0,40.0,38,0.0
21,2,97212.0,11,9.0,4,7,1,4,0,0.0,2001.0,25.0,38,0.0
32,2,103642.0,8,11.0,2,3,0,4,1,0.0,0.0,50.0,38,1.0
41,2,70447.0,15,10.0,2,11,0,1,1,0.0,0.0,60.0,38,0.0
27,2,321456.0,15,10.0,4,7,3,4,1,0.0,0.0,10.0,11,0.0
23,2,126613.0,9,13.0,4,9,3,4,0,0.0,0.0,30.0,38,0.0
52,4,149508.0,8,11.0,2,4,0,4,1,0.0,0.0,48.0,38,1.0
38,2,332154.0,9,13.0,2,3,0,1,1,0.0,0.0,60.0,38,1.0
25,2,140669.0,9,13.0,4,9,1,4,0,0.0,0.0,40.0,38,0.0
38,2,107164.0,15,10.0,2,3,0,4,1,0.0,0.0,55.0,38,1.0
39,2,225707.0,8,11.0,2,0,0,4,1,0.0,0.0,40.0,5,0.0
64,3,56588.0,15,10.0,6,3,4,4,0,0.0,0.0,70.0,38,0.0
31,3,183125.0,14,15.0,2,9,5,4,0,0.0,0.0,99.0,38,1.0
56,2,177368.0,15,10.0,2,0,0,4,1,7298.0,0.0,45.0,38,1.0
